

Epoch [1/100], Train Loss: 0.8055, Valid Loss: 0.8039
Epoch [159/200], Train Loss: 0.2678, Valid Loss: 0.2341
Epoch [160/200], Train Loss: 0.2664, Valid Loss: 0.2268
Epoch [161/200], Train Loss: 0.2646, Valid Loss: 0.2307
Epoch [162/200], Train Loss: 0.2655, Valid Loss: 0.2264
Epoch [163/200], Train Loss: 0.2659, Valid Loss: 0.2305
Epoch [164/200], Train Loss: 0.2614, Valid Loss: 0.2243
Epoch [165/200], Train Loss: 0.2645, Valid Loss: 0.2260
Epoch [166/200], Train Loss: 0.2602, Valid Loss: 0.2241
Epoch [167/200], Train Loss: 0.2616, Valid Loss: 0.2227
Epoch [168/200], Train Loss: 0.2610, Valid Loss: 0.2225
Epoch [169/200], Train Loss: 0.2603, Valid Loss: 0.2216
Epoch [170/200], Train Loss: 0.2582, Valid Loss: 0.2242
Epoch [171/200], Train Loss: 0.2574, Valid Loss: 0.2238
Epoch [172/200], Train Loss: 0.2594, Valid Loss: 0.2241
Epoch [173/200], Train Loss: 0.2563, Valid Loss: 0.2225
Epoch [174/200], Train Loss: 0.2552, Valid Loss: 0.2210
Epoch [175/200], Train Loss: 0.2549, Valid Loss: 0.2224
Epoch [176/200], Train Loss: 0.2546, Valid Loss: 0.2185
Epoch [177/200], Train Loss: 0.2549, Valid Loss: 0.2257
Epoch [178/200], Train Loss: 0.2549, Valid Loss: 0.2228
Epoch [179/200], Train Loss: 0.2517, Valid Loss: 0.2178
Epoch [180/200], Train Loss: 0.2531, Valid Loss: 0.2171
Epoch [181/200], Train Loss: 0.2504, Valid Loss: 0.2190
Epoch [182/200], Train Loss: 0.2508, Valid Loss: 0.2222
Epoch [183/200], Train Loss: 0.2514, Valid Loss: 0.2215
Epoch [184/200], Train Loss: 0.2490, Valid Loss: 0.2155
Epoch [185/200], Train Loss: 0.2482, Valid Loss: 0.2200
Epoch [186/200], Train Loss: 0.2476, Valid Loss: 0.2144
Epoch [187/200], Train Loss: 0.2519, Valid Loss: 0.2330
Epoch [188/200], Train Loss: 0.2479, Valid Loss: 0.2142
Epoch [189/200], Train Loss: 0.2489, Valid Loss: 0.2159
Epoch [190/200], Train Loss: 0.2454, Valid Loss: 0.2161
Epoch [191/200], Train Loss: 0.2477, Valid Loss: 0.2116
Epoch [192/200], Train Loss: 0.2450, Valid Loss: 0.2154
Epoch [193/200], Train Loss: 0.2428, Valid Loss: 0.2125
Epoch [194/200], Train Loss: 0.2443, Valid Loss: 0.2125
Epoch [195/200], Train Loss: 0.2462, Valid Loss: 0.2147
Epoch [196/200], Train Loss: 0.2421, Valid Loss: 0.2113
Epoch [197/200], Train Loss: 0.2437, Valid Loss: 0.2162
Epoch [198/200], Train Loss: 0.2415, Valid Loss: 0.2162
Epoch [199/200], Train Loss: 0.2418, Valid Loss: 0.2136
Epoch [200/200], Train Loss: 0.2407, Valid Loss: 0.2095

100
TRAINING Dice Score: 0.8092
VALIDATION Dice Score: 0.8628
TESTING Dice Score: 0.8227


150
TRAINING Dice Score: 0.7986
VALIDATION Dice Score: 0.8735
TESTING Dice Score: 0.8037


200
TRAINING Dice Score: 0.8311
VALIDATION Dice Score: 0.8570
TESTING Dice Score: 0.8204


learning_rate=0.00001, num_epochs=200, batch_size=8


----

learning_rate=0.00005, num_epochs=100, batch_size=16


Epoch [1/100], Train Loss: 0.8059, Valid Loss: 0.8045
Epoch [2/100], Train Loss: 0.8059, Valid Loss: 0.8042
Epoch [3/100], Train Loss: 0.8063, Valid Loss: 0.8040
Epoch [4/100], Train Loss: 0.8043, Valid Loss: 0.8037
Epoch [5/100], Train Loss: 0.8043, Valid Loss: 0.8030
Epoch [6/100], Train Loss: 0.8023, Valid Loss: 0.8003
Epoch [7/100], Train Loss: 0.7973, Valid Loss: 0.7910
Epoch [8/100], Train Loss: 0.7821, Valid Loss: 0.7696
Epoch [9/100], Train Loss: 0.7578, Valid Loss: 0.7461
Epoch [10/100], Train Loss: 0.7400, Valid Loss: 0.7296
Epoch [11/100], Train Loss: 0.7276, Valid Loss: 0.7159
Epoch [12/100], Train Loss: 0.7178, Valid Loss: 0.7051
Epoch [13/100], Train Loss: 0.7073, Valid Loss: 0.6983
Epoch [14/100], Train Loss: 0.7078, Valid Loss: 0.6921
Epoch [15/100], Train Loss: 0.6951, Valid Loss: 0.6783
Epoch [16/100], Train Loss: 0.6870, Valid Loss: 0.6636
Epoch [17/100], Train Loss: 0.6700, Valid Loss: 0.6304
Epoch [18/100], Train Loss: 0.6421, Valid Loss: 0.5740
Epoch [19/100], Train Loss: 0.5894, Valid Loss: 0.5058
Epoch [20/100], Train Loss: 0.5345, Valid Loss: 0.4447
Epoch [21/100], Train Loss: 0.5063, Valid Loss: 0.4142
Epoch [22/100], Train Loss: 0.4658, Valid Loss: 0.3682
Epoch [23/100], Train Loss: 0.4389, Valid Loss: 0.3724
Epoch [24/100], Train Loss: 0.4342, Valid Loss: 0.3230
Epoch [25/100], Train Loss: 0.4020, Valid Loss: 0.3068
Epoch [26/100], Train Loss: 0.3901, Valid Loss: 0.3125
Epoch [27/100], Train Loss: 0.3769, Valid Loss: 0.2723
Epoch [28/100], Train Loss: 0.3519, Valid Loss: 0.2604
Epoch [29/100], Train Loss: 0.3331, Valid Loss: 0.2572
Epoch [30/100], Train Loss: 0.3587, Valid Loss: 0.2380
Epoch [31/100], Train Loss: 0.3207, Valid Loss: 0.2301
Epoch [32/100], Train Loss: 0.3044, Valid Loss: 0.2246
Epoch [33/100], Train Loss: 0.3038, Valid Loss: 0.2157
Epoch [34/100], Train Loss: 0.2992, Valid Loss: 0.2136
Epoch [35/100], Train Loss: 0.2975, Valid Loss: 0.2112
Epoch [36/100], Train Loss: 0.3034, Valid Loss: 0.2039
Epoch [37/100], Train Loss: 0.2848, Valid Loss: 0.2032
Epoch [38/100], Train Loss: 0.2729, Valid Loss: 0.1967
Epoch [39/100], Train Loss: 0.2736, Valid Loss: 0.2001
Epoch [40/100], Train Loss: 0.2743, Valid Loss: 0.1924
Epoch [41/100], Train Loss: 0.2687, Valid Loss: 0.1924
Epoch [42/100], Train Loss: 0.2660, Valid Loss: 0.1962
Epoch [43/100], Train Loss: 0.2630, Valid Loss: 0.1904
Epoch [44/100], Train Loss: 0.2534, Valid Loss: 0.2118
Epoch [45/100], Train Loss: 0.2572, Valid Loss: 0.1887
Epoch [46/100], Train Loss: 0.2474, Valid Loss: 0.1961
Epoch [47/100], Train Loss: 0.2504, Valid Loss: 0.1855
Epoch [48/100], Train Loss: 0.2369, Valid Loss: 0.1873
Epoch [49/100], Train Loss: 0.2482, Valid Loss: 0.1822
Epoch [50/100], Train Loss: 0.2496, Valid Loss: 0.1916
Epoch [51/100], Train Loss: 0.2468, Valid Loss: 0.2067
Epoch [52/100], Train Loss: 0.2505, Valid Loss: 0.1781
Epoch [53/100], Train Loss: 0.2418, Valid Loss: 0.1810
Epoch [54/100], Train Loss: 0.2403, Valid Loss: 0.1887
Epoch [55/100], Train Loss: 0.2317, Valid Loss: 0.1822
Epoch [56/100], Train Loss: 0.2173, Valid Loss: 0.1894
Epoch [57/100], Train Loss: 0.2287, Valid Loss: 0.1777
Epoch [58/100], Train Loss: 0.2351, Valid Loss: 0.1774
Epoch [59/100], Train Loss: 0.2245, Valid Loss: 0.1994
Epoch [60/100], Train Loss: 0.2336, Valid Loss: 0.2054
Epoch [61/100], Train Loss: 0.2339, Valid Loss: 0.1984
Epoch [62/100], Train Loss: 0.2291, Valid Loss: 0.1718
Epoch [63/100], Train Loss: 0.2204, Valid Loss: 0.1771
Epoch [64/100], Train Loss: 0.2182, Valid Loss: 0.1838
Epoch [65/100], Train Loss: 0.2139, Valid Loss: 0.1840
Epoch [66/100], Train Loss: 0.2168, Valid Loss: 0.1752
Epoch [67/100], Train Loss: 0.2113, Valid Loss: 0.1808
Epoch [68/100], Train Loss: 0.2124, Valid Loss: 0.1725
Epoch [69/100], Train Loss: 0.2206, Valid Loss: 0.2146
Epoch [70/100], Train Loss: 0.2088, Valid Loss: 0.1707
Epoch [71/100], Train Loss: 0.2050, Valid Loss: 0.1720
Epoch [72/100], Train Loss: 0.1988, Valid Loss: 0.1775
Epoch [73/100], Train Loss: 0.1944, Valid Loss: 0.1845
Epoch [74/100], Train Loss: 0.1963, Valid Loss: 0.1731
Epoch [75/100], Train Loss: 0.1956, Valid Loss: 0.1995
Epoch [76/100], Train Loss: 0.2094, Valid Loss: 0.2435
Epoch [77/100], Train Loss: 0.2106, Valid Loss: 0.1771
Epoch [78/100], Train Loss: 0.2031, Valid Loss: 0.1846
Epoch [79/100], Train Loss: 0.1979, Valid Loss: 0.1717
Epoch [80/100], Train Loss: 0.2015, Valid Loss: 0.1688
Epoch [81/100], Train Loss: 0.1928, Valid Loss: 0.1703
Epoch [82/100], Train Loss: 0.1901, Valid Loss: 0.1692
Epoch [83/100], Train Loss: 0.1857, Valid Loss: 0.1690
Epoch [84/100], Train Loss: 0.1920, Valid Loss: 0.1683
Epoch [85/100], Train Loss: 0.1875, Valid Loss: 0.1684
Epoch [86/100], Train Loss: 0.1835, Valid Loss: 0.1748
Epoch [87/100], Train Loss: 0.1942, Valid Loss: 0.1659
Epoch [88/100], Train Loss: 0.1886, Valid Loss: 0.1693
Epoch [89/100], Train Loss: 0.1854, Valid Loss: 0.1680
Epoch [90/100], Train Loss: 0.1949, Valid Loss: 0.1807
Epoch [91/100], Train Loss: 0.1929, Valid Loss: 0.1640
Epoch [92/100], Train Loss: 0.1833, Valid Loss: 0.1676
Epoch [93/100], Train Loss: 0.1798, Valid Loss: 0.1841
Epoch [94/100], Train Loss: 0.1829, Valid Loss: 0.1730
Epoch [95/100], Train Loss: 0.1791, Valid Loss: 0.1629
Epoch [96/100], Train Loss: 0.1928, Valid Loss: 0.1653
Epoch [97/100], Train Loss: 0.1960, Valid Loss: 0.1863
Epoch [98/100], Train Loss: 0.1938, Valid Loss: 0.1579
Epoch [99/100], Train Loss: 0.1804, Valid Loss: 0.1566
Epoch [100/100], Train Loss: 0.1962, Valid Loss: 0.1626

TRAINING Dice Score: 0.8477
VALIDATION Dice Score: 0.8645
TESTING Dice Score: 0.8458






learning_rate=0.0001, num_epochs=70, batch_size=24,

Epoch [1/70], Train Loss: 0.8063, Valid Loss: 0.7988
Epoch [2/70], Train Loss: 0.8065, Valid Loss: 0.7985
Epoch [3/70], Train Loss: 0.8071, Valid Loss: 0.7978
Epoch [4/70], Train Loss: 0.8026, Valid Loss: 0.7955
Epoch [5/70], Train Loss: 0.7992, Valid Loss: 0.7870
Epoch [6/70], Train Loss: 0.7842, Valid Loss: 0.7648
Epoch [7/70], Train Loss: 0.7605, Valid Loss: 0.7416
Epoch [8/70], Train Loss: 0.7433, Valid Loss: 0.7302
Epoch [9/70], Train Loss: 0.7319, Valid Loss: 0.7143
Epoch [10/70], Train Loss: 0.7219, Valid Loss: 0.7006
Epoch [11/70], Train Loss: 0.7171, Valid Loss: 0.6935
Epoch [12/70], Train Loss: 0.7121, Valid Loss: 0.6880
Epoch [13/70], Train Loss: 0.7035, Valid Loss: 0.6880
Epoch [14/70], Train Loss: 0.7127, Valid Loss: 0.6819
Epoch [15/70], Train Loss: 0.7006, Valid Loss: 0.6795
Epoch [16/70], Train Loss: 0.7022, Valid Loss: 0.6757
Epoch [17/70], Train Loss: 0.6985, Valid Loss: 0.6673
Epoch [18/70], Train Loss: 0.6906, Valid Loss: 0.6525
Epoch [19/70], Train Loss: 0.6692, Valid Loss: 0.6132
Epoch [20/70], Train Loss: 0.6272, Valid Loss: 0.5248
Epoch [21/70], Train Loss: 0.5674, Valid Loss: 0.4467
Epoch [22/70], Train Loss: 0.5158, Valid Loss: 0.4016
Epoch [23/70], Train Loss: 0.4703, Valid Loss: 0.4180
Epoch [24/70], Train Loss: 0.4763, Valid Loss: 0.3546
Epoch [25/70], Train Loss: 0.4358, Valid Loss: 0.3477
Epoch [26/70], Train Loss: 0.4342, Valid Loss: 0.3660
Epoch [27/70], Train Loss: 0.4287, Valid Loss: 0.3047
Epoch [28/70], Train Loss: 0.3854, Valid Loss: 0.2847
Epoch [29/70], Train Loss: 0.3718, Valid Loss: 0.2734
Epoch [30/70], Train Loss: 0.3897, Valid Loss: 0.2874
Epoch [31/70], Train Loss: 0.3433, Valid Loss: 0.2506
Epoch [32/70], Train Loss: 0.3223, Valid Loss: 0.2475
Epoch [33/70], Train Loss: 0.3245, Valid Loss: 0.2286
Epoch [34/70], Train Loss: 0.3160, Valid Loss: 0.2271
Epoch [35/70], Train Loss: 0.3120, Valid Loss: 0.2323
Epoch [36/70], Train Loss: 0.3379, Valid Loss: 0.2329
Epoch [37/70], Train Loss: 0.3002, Valid Loss: 0.2144
Epoch [38/70], Train Loss: 0.2777, Valid Loss: 0.2055
Epoch [39/70], Train Loss: 0.2784, Valid Loss: 0.2190
Epoch [40/70], Train Loss: 0.3042, Valid Loss: 0.2216
Epoch [41/70], Train Loss: 0.2794, Valid Loss: 0.2023
Epoch [42/70], Train Loss: 0.2812, Valid Loss: 0.2004
Epoch [43/70], Train Loss: 0.2691, Valid Loss: 0.2030
Epoch [44/70], Train Loss: 0.2622, Valid Loss: 0.2052
Epoch [45/70], Train Loss: 0.2616, Valid Loss: 0.1969
Epoch [46/70], Train Loss: 0.2460, Valid Loss: 0.2067
Epoch [47/70], Train Loss: 0.2572, Valid Loss: 0.1943
Epoch [48/70], Train Loss: 0.2392, Valid Loss: 0.2031
Epoch [49/70], Train Loss: 0.2606, Valid Loss: 0.1870
Epoch [50/70], Train Loss: 0.2594, Valid Loss: 0.1895
Epoch [51/70], Train Loss: 0.2543, Valid Loss: 0.2305
Epoch [52/70], Train Loss: 0.2864, Valid Loss: 0.1938
Epoch [53/70], Train Loss: 0.2527, Valid Loss: 0.2210
Epoch [54/70], Train Loss: 0.2630, Valid Loss: 0.1927
Epoch [55/70], Train Loss: 0.2400, Valid Loss: 0.1918
Epoch [56/70], Train Loss: 0.2399, Valid Loss: 0.2500
Epoch [57/70], Train Loss: 0.2547, Valid Loss: 0.1865
Epoch [58/70], Train Loss: 0.2621, Valid Loss: 0.2048
Epoch [59/70], Train Loss: 0.2460, Valid Loss: 0.1909
Epoch [60/70], Train Loss: 0.2444, Valid Loss: 0.1847
Epoch [61/70], Train Loss: 0.2443, Valid Loss: 0.1790
Epoch [62/70], Train Loss: 0.2269, Valid Loss: 0.1792
Epoch [63/70], Train Loss: 0.2220, Valid Loss: 0.2120
Epoch [64/70], Train Loss: 0.2332, Valid Loss: 0.2042
Epoch [65/70], Train Loss: 0.2237, Valid Loss: 0.2024
Epoch [66/70], Train Loss: 0.2340, Valid Loss: 0.1886
Epoch [67/70], Train Loss: 0.2176, Valid Loss: 0.1726
Epoch [68/70], Train Loss: 0.2203, Valid Loss: 0.1773
Epoch [69/70], Train Loss: 0.2318, Valid Loss: 0.2451
Epoch [70/70], Train Loss: 0.2226, Valid Loss: 0.1761

TRAINING Dice Score: 0.8442
VALIDATION Dice Score: 0.8587
TESTING Dice Score: 0.8390
